cell_id,meeting_id,asr,osd,resolver,separation,language,asr_device,cer_concat,cer_low,cer_high,wer_concat,ref_chars,hyp_chars,subs,ins,del,spk_best_mapping_acc,spk_known_coverage,spk_unknown_coverage,spk_ref_n,spk_hyp_n,routing_accuracy,routing_f1,routing_support,overlap_recall,overlap_precision,overlap_f1,gt_overlap_s,hyp_overlap_s,events_count,llm_resolved_rate,fallback_resolved_rate,evidence_support,wall_time_s,rtf,audio_duration_s,exit_code
asr=faster-whisper_osd=pyannote_resolver=openai_sep=sepformer,R8008_M8013_MS807,faster-whisper,pyannote,openai,sepformer,zh,cuda,0.5970032427597003,0.5883931566588393,0.9511349658951135,,8943,6766,2730,216,2393,0.5594795539033457,0.8307,0.0,4,6,0.5539033457249071,0.39999999999999997,538,0.2388175719262013,0.47799282136031906,0.31850287346432793,310.0399999999972,154.9039999999998,41,0.09665427509293681,0.020446096654275093,41,1077.5067863464355,0.48200027123647865,2235.49,0
asr=faster-whisper_osd=pyannote_resolver=openai_sep=sepformer,R8009_M8018_MS809,faster-whisper,pyannote,openai,sepformer,zh,cuda,0.38674958143984695,0.3613967950251136,0.835565654149725,,8362,8236,1568,770,896,0.7577464788732394,0.962,0.0,3,3,0.5408450704225352,0.46204620462046203,355,0.31939810834050836,0.27284546396069814,0.29429217684785264,116.30000000000035,136.14299999999966,52,0.29295774647887324,0.016901408450704224,52,1294.6312098503113,0.7836219395841876,1652.112,0
asr=faster-whisper_osd=pyannote_resolver=openai_sep=sepformer,R8009_M8019_MS810,faster-whisper,pyannote,openai,sepformer,zh,cuda,0.3402985074626866,0.3392238805970149,0.9701492537313433,,8375,7154,1255,187,1408,0.8926701570680629,0.9872,0.0024,2,4,0.7696335078534031,0.24137931034482757,382,0.0828547026796206,0.6588564879663796,0.14719842199346705,187.33999999999978,23.559000000000253,23,0.03664921465968586,0.005235602094240838,23,360.7383692264557,0.18357215151282358,1965.104,0
asr=faster-whisper_osd=pyannote_resolver=openai_sep=sepformer,R8009_M8020_MS810,faster-whisper,pyannote,openai,sepformer,zh,cuda,0.2074343339587242,0.20133677298311445,0.9788930581613509,,8528,7708,671,139,959,0.8552036199095022,0.9969,0.0023,2,4,0.5520361990950227,0.13913043478260873,221,0.055363128491616974,0.6256313131313002,0.10172449189077672,125.29999999999961,11.087999999999568,14,0.04072398190045249,0.0,14,327.23999881744385,0.17150511874829347,1908.048,0
asr=funasr_osd=pyannote_resolver=none_sep=none,R8001_M8004_MS801,funasr,pyannote,none,none,zh,cuda,0.5078861409239384,0.5088194120391973,0.9986934204386374,,10715,6131,668,95,4679,0.5290697674418605,0.8933,0.0007,5,6,0.5523255813953488,0.6071428571428571,344,0.3811390629793588,0.7314118225896693,0.5011359396316896,456.3400000000008,237.79900000000018,344,0.0,0.0,344,168.13875102996826,0.10712968243781938,1569.488,0
asr=funasr_osd=pyannote_resolver=none_sep=none,R8003_M8001_MS801,funasr,pyannote,none,none,zh,cuda,0.2976949485041687,0.2976949485041687,0.9997057381069152,,10195,7837,421,128,2486,0.6198547215496368,0.9814,0.0,5,5,0.5375302663438256,0.5397590361445783,413,0.4394332833583195,0.6279931780394538,0.517058765418158,333.49999999999756,233.36399999999904,413,0.0,0.002421307506053269,413,192.29210090637207,0.09298457490636948,2068.0,0
asr=funasr_osd=pyannote_resolver=none_sep=none,R8007_M8010_MS803,funasr,pyannote,none,none,zh,cuda,0.6984418588827652,0.6984418588827652,1.0,,14697,5041,513,48,9704,0.4763157894736842,0.9575,0.0,5,4,0.5394736842105263,0.6880570409982175,380,0.6199266293444424,0.8087255850125129,0.7018510466622981,1046.74,802.3760000000019,380,0.0,0.0,380,192.67810463905334,0.10390948150398069,1854.288,0
asr=funasr_osd=pyannote_resolver=none_sep=none,R8007_M8011_MS806,funasr,pyannote,none,none,zh,cuda,0.45807825392600476,0.39277792564989794,0.9127850235116671,,11271,9720,1014,1299,2850,0.5657142857142857,0.9644,0.0122,5,6,0.5228571428571429,0.6263982102908277,350,0.4997854464971318,0.6500054339684707,0.5650823320323121,442.77999999999986,340.45100000000025,350,0.0,0.21714285714285714,350,309.68638825416565,0.1665845747060923,1859.034,0
asr=funasr_osd=pyannote_resolver=none_sep=sepformer,R8009_M8019_MS810,funasr,pyannote,none,sepformer,zh,cuda,0.1995223880597015,0.19653731343283581,0.9682388059701492,,8375,7865,643,259,769,0.8952879581151832,0.9872,0.0024,2,4,0.7696335078534031,0.24137931034482757,382,0.0828547026796206,0.6588564879663796,0.14719842199346705,187.33999999999978,23.559000000000253,382,0.0,0.04712041884816754,382,202.83315134048462,0.10321751486968864,1965.104,0
asr=funasr_osd=pyannote_resolver=none_sep=sepformer,R8009_M8020_MS810,funasr,pyannote,none,sepformer,zh,cuda,0.09451219512195122,0.09451219512195122,1.0,,8528,8102,244,68,494,0.8416289592760181,0.9969,0.0023,2,4,0.5520361990950227,0.13913043478260873,221,0.055363128491616974,0.6256313131313002,0.10172449189077672,125.29999999999961,11.087999999999568,221,0.0,0.0,221,192.6724922657013,0.10097884972794254,1908.048,0
